Applicant_ID,Applicant_Name,Annual_Income,Credit_Score,City,State,Employment_Status,Monthly_Rent
TG-104513,Applicant 4513,56932.0,686,Queens,,Self-Employed,5321
,Applicant 4514,79662.0,561, Newark,,Unemployed,3076
TG-104515,Applicant 4515,57616.0,768,Hoboken,NJ,Full Time,2900
TG-104516,Applicant 4516,72477.0,767,Jersey City,NJ,Self-Employed,2790
TG-104517,Applicant 4517,95322.0,805, Newark,NY, full time ,2067
TG-104518,Applicant 4518,95450.0,539,New York,NY, full time ,3264
TG-104519,Applicant 4519,58065.0,561,Hoboken,ny, full time ,2687
TG-104520,Applicant 4520,70369.0,606,Queens,ny,Self-Employed,3545
TG-104521,Applicant 4521,117230.0,999,Brooklyn,ny,Part Time,3840
TG-104522,Applicant 4522,99892.0,816,Hoboken,NY,Unemployed,2250
TG-104523,Applicant 4523,147252.0,759,Hoboken,,Full Time,3243
TG-104524,Applicant 4524,120404.0,999,Queens,N.J.,Full Time,5478
TG-104525,Applicant 4525,119329.0,738,Queens,N.J.,Self-Employed,4787
TG-104526,Applicant 4526,43364.0,652,Jersey City,NJ, full time ,4603
TG-104527,Applicant 4527,107916.0,726, Newark,NY,Full Time,2807
TG-104528,Applicant 4528,83407.0,570,Queens,NJ,Full Time,2220
TG-104529,Applicant 4529,68471.0,625,Queens,N.J.,Part Time,1722
TG-104530,Applicant 4530,90040.0,703,Queens,NJ,Full Time,1770
TG-104531,Applicant 4531,113356.0,720, Newark,NY,Full Time,4539
TG-104532,Applicant 4532,100025.0,530,Brooklyn,NY,Unemployed,5408
TG-104533,Applicant 4533,58646.0,773,Hoboken,NY,Full Time,3652
TG-104534,Applicant 4534,107274.0,669,Hoboken,N.J.,Unemployed,4673
TG-104535,Applicant 4535,65872.0,615,Queens,NY, full time ,4385
TG-104536,Applicant 4536,91500.0,625, Newark,ny,Part Time,2046
TG-104537,Applicant 4537,75899.0,662,Jersey City,ny,Full Time,4592
TG-104538,Applicant 4538,78434.0,685,Queens,NY,Part Time,2534
TG-104539,Applicant 4539,107987.0,520, Newark,ny,Part Time,4097
TG-104540,Applicant 4540,53794.0,565, Newark,NY,Part Time,3111
TG-104541,Applicant 4541,143356.0,761,Jersey City,N.J.,Self-Employed,1499
TG-104542,Applicant 4542,30367.0,797, Newark,ny,Unemployed,2285
TG-104543,Applicant 4543,67070.0,522,Hoboken,N.J.,Part Time,1283
TG-104544,Applicant 4544,96106.0,661,Jersey City,ny, full time ,5256
TG-104545,Applicant 4545,102529.0,580,Jersey City,,Full Time,2576
TG-104546,Applicant 4546,81986.0,813,New York,,Part Time,2892
TG-104547,Applicant 4547,,744,Jersey City,N.J.,Part Time,4774
TG-104548,Applicant 4548,97317.0,689,Jersey City,ny,Full Time,2123
TG-104549,Applicant 4549,78068.0,653,Brooklyn,, full time ,2698
TG-104550,Applicant 4550,126795.0,560,Hoboken,NY,Part Time,3226
TG-104551,Applicant 4551,110180.0,750,Queens,NJ,Part Time,5070
TG-104552,Applicant 4552,111185.0,745,New York,, full time ,3346
TG-104553,Applicant 4553,56015.0,658,Jersey City,,Part Time,2925
TG-104554,Applicant 4554,82618.0,629,Brooklyn,NY, full time ,4010
TG-104555,Applicant 4555,75986.0,816,Brooklyn,,Part Time,3494
TG-104556,Applicant 4556,54832.0,576, Newark,,Full Time,3512
TG-104557,Applicant 4557,95805.0,642,Queens,, full time ,2792
TG-104558,Applicant 4558,68871.0,759,Queens,ny,Full Time,1624
TG-104559,Applicant 4559,104662.0,605,Hoboken,,Full Time,3571
TG-104560,Applicant 4560,52894.0,695, Newark,NJ,Part Time,4039
TG-104561,Applicant 4561,136571.0,582,Jersey City,ny, full time ,1261
TG-104562,Applicant 4562,58110.0,558,Brooklyn,ny,Self-Employed,4758
TG-104563,Applicant 4563,91579.0,657,New York,N.J.,Full Time,2984
TG-104564,Applicant 4564,108756.0,760,Hoboken,,Full Time,4116
TG-104565,Applicant 4565,67881.0,745,Jersey City,NJ,Full Time,4644
TG-104566,Applicant 4566,110574.0,725, Newark,NJ,Part Time,1714
TG-104567,Applicant 4567,48124.0,683,Queens,N.J.,Part Time,1298
TG-104568,Applicant 4568,128564.0,546, Newark,NJ,Full Time,1522
TG-104569,Applicant 4569,85424.0,702,Jersey City,ny,Part Time,3839
TG-104570,Applicant 4570,67108.0,717, Newark,NY,Part Time,5450
TG-104571,Applicant 4571,76025.0,626,Queens,ny,Part Time,4882
TG-104572,Applicant 4572,109268.0,708,Jersey City,NY,Unemployed,5441
TG-104573,Applicant 4573,67466.0,555,New York,NJ, full time ,4173
TG-104574,Applicant 4574,62519.0,604,Hoboken,,Part Time,2697
TG-104575,Applicant 4575,78354.0,674, Newark,NY,Unemployed,3949
TG-104576,Applicant 4576,49691.0,688,Queens,ny,Unemployed,3131
TG-104577,Applicant 4577,139616.0,803,New York,ny,Part Time,1638
TG-104578,Applicant 4578,68008.0,791,Brooklyn,ny,Unemployed,1736
TG-104579,Applicant 4579,109949.0,554,New York,ny,Self-Employed,3422
TG-104580,Applicant 4580,91284.0,703,New York,N.J.,Unemployed,1912
TG-104581,Applicant 4581,55464.0,618,New York,NJ, full time ,3738
TG-104582,Applicant 4582,84821.0,756,Queens,,Unemployed,5352
TG-104583,Applicant 4583,108520.0,641,Brooklyn,N.J.,Part Time,3966
TG-104584,Applicant 4584,79352.0,542,Hoboken,NJ,Full Time,2189
TG-104585,Applicant 4585,120793.0,582,New York,NY,Self-Employed,5267
TG-104586,Applicant 4586,115645.0,669,Queens,N.J.,Unemployed,1501
TG-104587,Applicant 4587,112567.0,714,Queens,N.J.,Self-Employed,2212
TG-104588,Applicant 4588,71210.0,599,Hoboken,N.J., full time ,4850
TG-104589,Applicant 4589,52605.0,672,Jersey City,N.J.,Unemployed,1446
TG-104590,Applicant 4590,66592.0,536,Brooklyn,NY,Unemployed,3263
TG-104591,Applicant 4591,90887.0,558,Brooklyn,ny,Self-Employed,2558
TG-104592,Applicant 4592,101374.0,721, Newark,N.J.,Unemployed,2809
TG-104593,Applicant 4593,19853.0,799,New York,NJ,Unemployed,4801
TG-104594,Applicant 4594,,607,Jersey City,ny,Full Time,2245
TG-104595,Applicant 4595,89743.0,819,Brooklyn,NY,Self-Employed,5414
TG-104596,Applicant 4596,76674.0,811, Newark,,Part Time,2751
TG-104597,Applicant 4597,123738.0,589,New York,NY,Part Time,4455
TG-104598,Applicant 4598,97653.0,643,Jersey City,, full time ,2738
TG-104599,Applicant 4599,124306.0,599,Queens,NJ,Full Time,2715
TG-104600,Applicant 4600,78521.0,564,New York,,Self-Employed,4906
TG-104601,Applicant 4601,113124.0,752,Jersey City,N.J.,Self-Employed,2978
TG-104602,Applicant 4602,134052.0,673,Hoboken,ny,Full Time,1636
TG-104603,Applicant 4603,124351.0,699,Brooklyn,ny,Full Time,2002
TG-104604,Applicant 4604,52236.0,550,New York,N.J., full time ,5398
TG-104605,Applicant 4605,77390.0,604, Newark,ny,Part Time,2024
TG-104606,Applicant 4606,74645.0,564,Queens,NY,Self-Employed,5005
TG-104607,Applicant 4607,99678.0,762, Newark,N.J.,Full Time,1503
TG-104608,Applicant 4608,105591.0,559,New York,N.J.,Self-Employed,1693
TG-104609,Applicant 4609,59833.0,701,Brooklyn,ny,Part Time,1286
TG-104610,Applicant 4610,87035.0,816,Brooklyn,,Self-Employed,4497
TG-104611,Applicant 4611,24402.0,600,Jersey City,NJ,Self-Employed,4519
TG-104612,Applicant 4612,128258.0,557, Newark,,Full Time,4776
TG-104613,Applicant 4613,69629.0,576, Newark,NY,Full Time,5020
TG-104614,Applicant 4614,86676.0,549,Queens,N.J.,Full Time,2249
TG-104615,Applicant 4615,75711.0,785,Jersey City,N.J.,Part Time,4801
TG-104616,Applicant 4616,119381.0,746,Queens,NY,Unemployed,5426
TG-104617,Applicant 4617,-125.0,811,New York,NJ,Part Time,4183
TG-104618,Applicant 4618,84502.0,573,New York,N.J.,Full Time,4320
TG-104619,Applicant 4619,81825.0,616, Newark,, full time ,1727
TG-104620,Applicant 4620,71391.0,523,Jersey City,NY,Self-Employed,1233
TG-104621,Applicant 4621,136787.0,610,Hoboken,N.J.,Self-Employed,3279
TG-104622,Applicant 4622,58380.0,608,Brooklyn,,Self-Employed,1209
TG-104623,Applicant 4623,108154.0,611,Jersey City,NY,Self-Employed,2927
TG-104624,Applicant 4624,95688.0,669,Jersey City,NY, full time ,3978
TG-104625,Applicant 4625,122846.0,753,New York,NY,Full Time,4620
TG-104626,Applicant 4626,,578,Brooklyn,NJ,Unemployed,4427
TG-104627,Applicant 4627,63011.0,704,Jersey City,NY,Self-Employed,4298
TG-104628,Applicant 4628,117882.0,563,New York,ny,Unemployed,5244
TG-104629,Applicant 4629,97760.0,699,New York,ny,Part Time,2376
TG-104630,Applicant 4630,38652.0,595, Newark,NY,Part Time,2473
TG-104631,Applicant 4631,68821.0,663, Newark,N.J.,Self-Employed,3676
TG-104632,Applicant 4632,96591.0,620,Jersey City,ny,Full Time,4777
TG-104633,Applicant 4633 ,110133.0,791,Jersey City,, full time ,3541
TG-104634,Applicant 4634,64623.0,574,New York,,Self-Employed,3553
TG-104635,Applicant 4635,-2428.0,708, Newark,N.J.,Part Time,4342
TG-104636,Applicant 4636,100697.0,596,Jersey City,,Part Time,3410
TG-104637,Applicant 4637,48390.0,815,Brooklyn,N.J.,Unemployed,3835
TG-104638,Applicant 4638,24480.0,738,New York,, full time ,4614
TG-104639,Applicant 4639,30.0,796,New York,NY,Self-Employed,3227
TG-104640,Applicant 4640,109419.0,585,Jersey City,,Full Time,3199
TG-104641,Applicant 4641,88859.0,655,Jersey City,NY,Unemployed,2224
TG-104642,Applicant 4642,78230.0,753,Jersey City,, full time ,2821
TG-104643,Applicant 4643,126671.0,718,Brooklyn,,Unemployed,4211
TG-104644,Applicant 4644,104120.0,785,New York,,Full Time,2110
TG-104645,Applicant 4645,133489.0,562,Hoboken,NY,Part Time,1814
TG-104646,Applicant 4646,43218.0,747,Brooklyn,,Self-Employed,5280
TG-104647,Applicant 4647,,746,Brooklyn,,Self-Employed,2204
TG-104648,Applicant 4648,36499.0,582, Newark,NJ,Full Time,4422
TG-104649,Applicant 4649,78119.0,690,New York,NY,Self-Employed,2215
TG-104650,Applicant 4650,77542.0,769,Hoboken,ny,Self-Employed,4686
TG-104651,Applicant 4651,103798.0,769,New York,N.J.,Unemployed,1206
TG-104652,Applicant 4652,86367.0,757,Brooklyn,NJ,Full Time,4965
TG-104653,Applicant 4653,103702.0,575,Jersey City,,Unemployed,4737
TG-104654,Applicant 4654,106103.0,690,New York,ny,Self-Employed,5399
TG-104655,Applicant 4655,149648.0,553,New York,ny, full time ,5250
TG-104656,Applicant 4656,75541.0,649,Jersey City,, full time ,3711
TG-104657,Applicant 4657,56769.0,649,Hoboken,,Unemployed,4835
TG-104658,Applicant 4658,92383.0,670,Hoboken,NJ,Part Time,4095
TG-104659,Applicant 4659,60932.0,662,New York,NY,Part Time,5000
TG-104660,Applicant 4660,129459.0,637,Jersey City,NJ,Full Time,5105
TG-104661,Applicant 4661,76503.0,723, Newark,NY, full time ,3613
TG-104662,Applicant 4662,68033.0,754,New York,ny, full time ,3116
TG-104663,Applicant 4663,70861.0,536,Jersey City,N.J.,Unemployed,5477
TG-104664,Applicant 4664,106553.0,601,Brooklyn,,Self-Employed,3490
TG-104665,Applicant 4665,80268.0,533, Newark,NJ,Full Time,3091
TG-104666,Applicant 4666,65750.0,600,Jersey City,ny,Unemployed,5330
TG-104667,Applicant 4667,134961.0,726,New York,NJ,Part Time,5063
TG-104668,Applicant 4668,59315.0,723,Queens,NY,Self-Employed,1874
TG-104669,Applicant 4669,86067.0,791,Hoboken,,Full Time,4109
TG-104670,Applicant 4670,104569.0,551,New York,NY,Self-Employed,3100
TG-104671,Applicant 4671,36060.0,542,Jersey City,NY,Part Time,5142
TG-104672,Applicant 4672,99408.0,621, Newark,NY,Unemployed,5299
TG-104673,Applicant 4673,53347.0,681, Newark,ny,Unemployed,4237
TG-104674,Applicant 4674,109683.0,617,Jersey City,, full time ,1789
TG-104675,Applicant 4675,56120.0,663,Hoboken,N.J.,Unemployed,3089
TG-104676,Applicant 4676,105783.0,623,New York,NJ, full time ,3582
TG-104677,Applicant 4677,118175.0,690, Newark,NY,Unemployed,4562
TG-104678,Applicant 4678,,583, Newark,,Full Time,3532
TG-104679,Applicant 4679,92539.0,763,Queens,NJ,Part Time,2259
TG-104680,Applicant 4680,78061.0,590,Brooklyn,,Self-Employed,4595
TG-104681,Applicant 4681,67707.0,793,Queens,NJ,Part Time,1594
TG-104682,Applicant 4682,129131.0,644,Brooklyn,,Part Time,1766
TG-104683,Applicant 4683,64015.0,626, Newark,N.J., full time ,2272
TG-104684,Applicant 4684,53888.0,667,Brooklyn,, full time ,3710
TG-104685,Applicant 4685,104961.0,711,New York,,Full Time,3602
TG-104686,Applicant 4686,61116.0,745, Newark,NY,Self-Employed,3302
TG-104687,Applicant 4687,56498.0,761, Newark,NY,Unemployed,4583
TG-104688,Applicant 4688,41692.0,803,Brooklyn,NY,Unemployed,2114
TG-104689,Applicant 4689,70513.0,682,Jersey City,,Part Time,2311
TG-104690,Applicant 4690,82519.0,527,Brooklyn,N.J.,Full Time,4661
TG-104691,Applicant 4691,92293.0,671,Brooklyn,NJ,Self-Employed,5123
TG-104692,Applicant 4692,113539.0,614,Hoboken,NY,Unemployed,3517
TG-104693,Applicant 4693,100807.0,733,Hoboken,ny,Part Time,2165
TG-104694,Applicant 4694,,583,New York,,Full Time,4731
TG-104695,Applicant 4695,79054.0,584,New York,N.J.,Self-Employed,2349
TG-104696,Applicant 4696,100305.0,999,Jersey City,N.J.,Part Time,3432
TG-104697,Applicant 4697,123177.0,544,Hoboken,NY,Part Time,1564
TG-104698,Applicant 4698,88789.0,619,Queens,NY,Full Time,4813
TG-104699,Applicant 4699,70926.0,624,New York,ny,Full Time,2231
TG-104700,Applicant 4700,55214.0,650,New York,ny,Full Time,1853
TG-104701,Applicant 4701,41644.0,538,Hoboken,NY,Full Time,4995
TG-104702,Applicant 4702,104988.0,744,Hoboken,NJ,Self-Employed,5067
TG-104703,Applicant 4703,102339.0,625,Jersey City,NY,Full Time,5286
TG-104704,Applicant 4704,102321.0,573,Hoboken,NY,Full Time,4403
TG-104705,Applicant 4705,81140.0,745,Brooklyn,N.J.,Full Time,3349
TG-104706,Applicant 4706,127208.0,534, Newark,NY,Self-Employed,2689
TG-104707,Applicant 4707,70476.0,567,Queens,NY,Unemployed,5074
TG-104708,Applicant 4708,113658.0,658, Newark,NY,Part Time,4838
TG-104709,Applicant 4709,83838.0,553,Brooklyn,NJ, full time ,2477
TG-104710,Applicant 4710,66749.0,729,Brooklyn,N.J.,Part Time,4570
TG-104711,Applicant 4711,102776.0,538, Newark,,Self-Employed,3617
TG-104712,Applicant 4712,97289.0,715,Brooklyn,,Full Time,4942
TG-104713,Applicant 4713,95709.0,634,New York,,Self-Employed,1458
TG-104714,Applicant 4714,87438.0,594, Newark,,Unemployed,1344
TG-104715,Applicant 4715,83863.0,669,Brooklyn,N.J., full time ,4310
TG-104716,Applicant 4716,156651.0,555,New York,NY,Unemployed,3953
TG-104717,Applicant 4717,120528.0,761,Hoboken,,Full Time,1908
TG-104718,Applicant 4718,106685.0,670,Queens,NY,Self-Employed,1445
TG-104719,Applicant 4719,88354.0,582,Queens,,Self-Employed,2811
TG-104720,Applicant 4720,115215.0,673,Brooklyn,NJ,Full Time,4012
TG-104721,Applicant 4721,100540.0,707,Queens,NY,Full Time,2587
TG-104722,Applicant 4722,85786.0,742,New York,N.J., full time ,4723
TG-104723,Applicant 4723,75893.0,612,Hoboken,NJ,Unemployed,2934
TG-104724,Applicant 4724,82572.0,524,Brooklyn,NJ,Full Time,1451
TG-104725,Applicant 4725,-10113.0,685,Jersey City,N.J.,Full Time,4143
TG-104726,Applicant 4726,91318.0,544, Newark,NJ,Unemployed,3205
TG-104727,Applicant 4727,70346.0,617,Queens,NY,Full Time,4513
TG-104728,Applicant 4728,132780.0,787,Queens,ny, full time ,2476
TG-104729,Applicant 4729,85580.0,669,Brooklyn,ny, full time ,2227
TG-104730,Applicant 4730,49331.0,771, Newark,,Unemployed,2596
TG-104731,Applicant 4731,83504.0,603, Newark,,Part Time,2648
TG-104732,Applicant 4732,53616.0,804,Queens,NY, full time ,2402
TG-104733,Applicant 4733,99202.0,691,Queens,N.J.,Self-Employed,1211
TG-104734,Applicant 4734,93728.0,740,Jersey City,NY,Self-Employed,2516
TG-104735,Applicant 4735,113735.0,628, Newark,,Part Time,1969
TG-104736,Applicant 4736,61274.0,546,New York,NJ, full time ,3506
TG-104737,Applicant 4737,86020.0,765,Brooklyn,NY,Full Time,2556
TG-104738,Applicant 4738,44049.0,574,Brooklyn,NY,Part Time,4383
TG-104739,Applicant 4739,106045.0,652,Jersey City,N.J.,Full Time,3173
TG-104740,Applicant 4740,100566.0,571,Jersey City,,Self-Employed,3453
TG-104741,Applicant 4741,99874.0,772,New York,NY,Part Time,3469
TG-104742,Applicant 4742,85049.0,788,Hoboken,NJ, full time ,2236
TG-104743,Applicant 4743,,817,Brooklyn,NJ,Self-Employed,3752
TG-104744,Applicant 4744,133130.0,598, Newark,ny, full time ,3848
TG-104745,Applicant 4745,76447.0,537,Queens,,Full Time,2954
TG-104746,Applicant 4746,89159.0,777,New York,NJ, full time ,4486
TG-104747,Applicant 4747,52416.0,626,Brooklyn,N.J.,Part Time,5238
TG-104748,Applicant 4748,58952.0,566, Newark,,Full Time,5000
TG-104749,Applicant 4749,87934.0,765,New York,NJ,Part Time,2344
TG-104750,Applicant 4750,118118.0,608,Hoboken,NY,Full Time,2898
TG-104751,Applicant 4751,77312.0,722, Newark,,Part Time,3552
TG-104752,Applicant 4752,77923.0,759,Brooklyn,NJ,Self-Employed,1419
TG-104753,Applicant 4753,72793.0,787,Queens,NY,Part Time,2832
TG-104754,Applicant 4754,68957.0,532, Newark,ny,Self-Employed,1810
TG-104755,Applicant 4755,93849.0,656,Brooklyn,,Unemployed,5429
TG-104756,Applicant 4756,40082.0,692,New York,, full time ,5442
TG-104757,Applicant 4757,123428.0,749,Hoboken,NJ,Full Time,4384
TG-104758,Applicant 4758,65037.0,717, Newark,ny, full time ,1632
TG-104759,Applicant 4759,106657.0,762,New York,N.J.,Self-Employed,4637
TG-104760,Applicant 4760,46900.0,562,New York,NJ,Self-Employed,4305
TG-104761,Applicant 4761 ,,798,Jersey City,NJ,Self-Employed,1261
TG-104762,Applicant 4762,105158.0,598,New York,N.J.,Part Time,5382
TG-104763,Applicant 4763,96526.0,798, Newark,N.J., full time ,2090
TG-104764,Applicant 4764,55167.0,751,Hoboken,N.J.,Self-Employed,4906
TG-104765,Applicant 4765,92486.0,620,Queens,N.J.,Unemployed,5121
TG-104766,Applicant 4766,49508.0,681,Jersey City,N.J.,Self-Employed,4172
TG-104767,Applicant 4767,77417.0,663,New York,NY, full time ,2539
TG-104768,Applicant 4768,115882.0,628, Newark,NY,Self-Employed,4060
TG-104769,Applicant 4769,108901.0,752,Brooklyn,N.J.,Self-Employed,3578
TG-104770,Applicant 4770,85455.0,630,Jersey City,ny,Full Time,3282
TG-104771,Applicant 4771,55756.0,751,Hoboken,ny,Self-Employed,1977
TG-104772,Applicant 4772,104368.0,757,Brooklyn,N.J., full time ,2606
TG-104773,Applicant 4773,85581.0,716,Hoboken,NY,Full Time,4957
TG-104774,Applicant 4774,15391.0,792,Brooklyn,ny,Full Time,3957
TG-104775,Applicant 4775,108479.0,605,Queens,NY,Self-Employed,2946
TG-104776,Applicant 4776,84273.0,814,Hoboken,NJ,Self-Employed,4767
TG-104777,Applicant 4777,121074.0,560,Brooklyn,NY,Unemployed,3324
TG-104778,Applicant 4778,52142.0,567,Hoboken,N.J., full time ,3621
TG-104779,Applicant 4779,-10301.0,596,Jersey City,, full time ,1252
TG-104780,Applicant 4780,93373.0,697,Hoboken,N.J.,Part Time,3379
TG-104781,Applicant 4781,93747.0,776, Newark,NJ,Part Time,2934
TG-104782,Applicant 4782,34280.0,636,Hoboken,NY, full time ,4666
TG-104783,Applicant 4783,55645.0,538,Brooklyn,ny,Self-Employed,2127
TG-104784,Applicant 4784,167657.0,578,Hoboken,N.J.,Full Time,5216
TG-104785,Applicant 4785,75832.0,715,Queens,ny,Unemployed,2646
,Applicant 4786,106929.0,626,New York,NY,Self-Employed,3899
TG-104787,Applicant 4787,65480.0,803,Jersey City,NJ,Full Time,1539
TG-104788,Applicant 4788,22291.0,553, Newark,N.J., full time ,3621
TG-104789,Applicant 4789,79892.0,814,Brooklyn,ny,Self-Employed,5146
TG-104790,Applicant 4790,77032.0,770,Hoboken,N.J.,Unemployed,3763
TG-104791,Applicant 4791,73004.0,645,Hoboken,N.J.,Part Time,4539
TG-104792,Applicant 4792,81561.0,625,Hoboken,ny,Full Time,5199
TG-104793,Applicant 4793,92928.0,699,Jersey City,NJ,Self-Employed,2580
TG-104794,Applicant 4794,80496.0,629, Newark,N.J.,Unemployed,3555
,Applicant 4795,47080.0,747,New York,NJ,Self-Employed,5138
TG-104796,Applicant 4796,99586.0,640,Queens,NJ, full time ,1801
TG-104797,Applicant 4797,26519.0,626, Newark,NY,Full Time,2871
TG-104798,Applicant 4798 ,23489.0,650,Queens,ny, full time ,3979
TG-104799,Applicant 4799,107175.0,542, Newark,NY, full time ,4965
TG-104800,Applicant 4800,100211.0,664,Brooklyn,,Part Time,3738
TG-104801,Applicant 4801,83278.0,673,New York,NY, full time ,1838
TG-104802,Applicant 4802 ,43137.0,626,New York,N.J.,Unemployed,3885
TG-104803,Applicant 4803,63763.0,665,Jersey City,N.J.,Full Time,5275
TG-104804,Applicant 4804,77118.0,771, Newark,N.J.,Part Time,2574
TG-104805,Applicant 4805,37123.0,589,Hoboken,,Self-Employed,2926
TG-104806,Applicant 4806,62829.0,550,New York,NJ, full time ,1856
TG-104807,Applicant 4807,104570.0,612, Newark,N.J.,Self-Employed,4162
TG-104808,Applicant 4808,127819.0,656,Hoboken,NY,Part Time,4075
TG-104809,Applicant 4809,72417.0,682,Jersey City,NJ,Self-Employed,1779
TG-104810,Applicant 4810,107695.0,600, Newark,NY,Unemployed,1359
TG-104811,Applicant 4811,27578.0,595, Newark,NY,Part Time,4772
TG-104812,Applicant 4812,104784.0,582,Brooklyn,N.J.,Full Time,2689
TG-104813,Applicant 4813,60882.0,619, Newark,NY,Full Time,4095
TG-104814,Applicant 4814,94220.0,567,Brooklyn,,Full Time,5128
TG-104815,Applicant 4815,77567.0,593,Hoboken,NJ,Full Time,3745
TG-104816,Applicant 4816,124612.0,711,Hoboken,N.J.,Part Time,1663
TG-104817,Applicant 4817,58767.0,549,New York,N.J.,Part Time,3589
TG-104818,Applicant 4818,103828.0,676,Jersey City,NY,Part Time,1707
TG-104819,Applicant 4819,76615.0,785,Brooklyn,NY, full time ,2507
TG-104820,Applicant 4820,80251.0,775,New York,ny,Part Time,2221
TG-104821,Applicant 4821,,558,Queens,ny,Part Time,3822
TG-104822,Applicant 4822,59630.0,574,New York,N.J.,Part Time,4133
TG-104823,Applicant 4823,84577.0,547,Hoboken,N.J.,Full Time,4142
TG-104824,Applicant 4824,83121.0,637,Queens,NY,Unemployed,4593
TG-104825,Applicant 4825,92237.0,728,New York,,Full Time,4043
TG-104826,Applicant 4826,87535.0,999, Newark,,Unemployed,1865
TG-104827,Applicant 4827,108940.0,584,Jersey City,NY,Unemployed,4843
TG-104828,Applicant 4828,112705.0,619,Brooklyn,ny,Unemployed,1967
TG-104829,Applicant 4829,53481.0,565, Newark,ny,Full Time,3430
TG-104830,Applicant 4830,111063.0,675,Queens,, full time ,1583
TG-104831,Applicant 4831,49410.0,759,Jersey City,N.J.,Self-Employed,5320
TG-104832,Applicant 4832,102636.0,778,New York,NY, full time ,2537
TG-104833,Applicant 4833,103592.0,655, Newark,N.J.,Full Time,3285
TG-104834,Applicant 4834,,717,Hoboken,ny,Unemployed,5242
TG-104835,Applicant 4835,87789.0,706,Hoboken,,Self-Employed,5259
TG-104836,Applicant 4836,70945.0,635,Jersey City,N.J., full time ,2592
TG-104837,Applicant 4837,62237.0,577,Hoboken,ny,Part Time,3347
TG-104838,Applicant 4838,125526.0,589,Brooklyn,ny, full time ,2611
TG-104839,Applicant 4839,65390.0,612,Jersey City,ny,Full Time,3906
TG-104840,Applicant 4840,60809.0,748,Jersey City,N.J.,Self-Employed,3015
TG-104841,Applicant 4841,87271.0,656,Hoboken,NJ,Part Time,5350
TG-104842,Applicant 4842,105568.0,624,Jersey City,,Self-Employed,3831
TG-104843,Applicant 4843,80751.0,536,New York,ny,Self-Employed,3374
TG-104844,Applicant 4844,119991.0,573,Queens,N.J., full time ,5251
TG-104845,Applicant 4845,100929.0,631, Newark,NY,Unemployed,4592
TG-104846,Applicant 4846,19654.0,691,Queens,, full time ,4667
TG-104847,Applicant 4847,69116.0,663, Newark,NY,Part Time,5448
TG-104848,Applicant 4848,68145.0,604,Hoboken,NY,Full Time,2372
TG-104849,Applicant 4849,99381.0,531,Brooklyn,N.J., full time ,1425
TG-104850,Applicant 4850,6255.0,771,Brooklyn,NJ,Unemployed,3939
TG-104851,Applicant 4851,161470.0,735,Hoboken,N.J.,Unemployed,2533
TG-104852,Applicant 4852,100931.0,645,Hoboken,N.J., full time ,1618
TG-104853,Applicant 4853,89466.0,617,Jersey City,,Part Time,3448
TG-104854,Applicant 4854,120447.0,547,Brooklyn,N.J.,Unemployed,3914
TG-104855,Applicant 4855,155310.0,785,Queens,,Unemployed,4016
TG-104856,Applicant 4856,111122.0,571,Hoboken,ny,Part Time,1367
TG-104857,Applicant 4857,113464.0,662,Queens,,Part Time,2898
TG-104858,Applicant 4858,88921.0,999, Newark,N.J.,Part Time,2518
TG-104859,Applicant 4859,80754.0,726,Queens,ny,Part Time,4282
TG-104860,Applicant 4860,70726.0,999,Brooklyn,ny, full time ,3604
TG-104861,Applicant 4861,60217.0,651, Newark,NJ, full time ,3194
TG-104862,Applicant 4862,64390.0,560,Queens,N.J.,Self-Employed,3378
TG-104863,Applicant 4863,44483.0,720,Jersey City,NY,Self-Employed,4585
TG-104864,Applicant 4864,82724.0,618,Jersey City,N.J.,Self-Employed,1310
TG-104865,Applicant 4865,34460.0,803,Brooklyn,NY,Unemployed,1446
TG-104866,Applicant 4866,90727.0,566,Jersey City,NJ,Part Time,3820
TG-104867,Applicant 4867,83910.0,656,Hoboken,N.J., full time ,3185
TG-104868,Applicant 4868,89408.0,649, Newark,NJ, full time ,2644
TG-104869,Applicant 4869,69336.0,714,Brooklyn,NY,Part Time,2679
TG-104870,Applicant 4870,177306.0,636, Newark,,Self-Employed,3991
TG-104871,Applicant 4871,125803.0,588,Queens,N.J.,Unemployed,5420
TG-104872,Applicant 4872,47664.0,547,Hoboken,ny, full time ,4188
TG-104873,Applicant 4873,91986.0,533,Brooklyn,ny,Full Time,3507
TG-104874,Applicant 4874,66760.0,565,Queens,NJ,Unemployed,1734
TG-104875,Applicant 4875,54566.0,535,Queens,,Unemployed,1279
TG-104876,Applicant 4876,44798.0,728,Queens,ny,Self-Employed,4836
TG-104877,Applicant 4877,97967.0,677,Queens,ny,Part Time,1601
TG-104878,Applicant 4878,64559.0,746,Queens,N.J.,Full Time,4324
TG-104879,Applicant 4879,114035.0,760,Brooklyn,ny,Self-Employed,2095
TG-104880,Applicant 4880,114813.0,577,Jersey City,NY,Part Time,4963
TG-104881,Applicant 4881,126217.0,649,Queens,NJ,Full Time,5096
TG-104882,Applicant 4882,59428.0,736,Hoboken,ny, full time ,3959
TG-104883,Applicant 4883,99261.0,533,Brooklyn,N.J.,Full Time,3439
TG-104884,Applicant 4884,103974.0,762,New York,NY,Self-Employed,2179
